,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,latitude,longitude
189,flat,suncity vatsal valley,gwal pahari,1.38,12212.0,2.0,2,2,4.0,Under Construction,1130.0,0,0,0,0,0,0,133,28.4345,77.1446
190,flat,conscient heritage max,sector 102,1.82,9372.0,3.0,4,3+,15.0,Moderately Old,1757.0,0,1,0,0,0,2,125,28.475,76.9715
191,flat,tulsiani easy in homes,sohna road,0.4,6723.0,2.0,2,3,12.0,New Property,661.0,0,0,0,0,0,2,36,28.4159,77.0274
192,flat,hsiidc sidco aravali,manesar,0.86,3323.0,3.0,3,3+,3.0,Moderately Old,1900.0,0,1,0,0,0,2,81,28.3515,76.9428
193,flat,shree vardhman victoria,sector 70,1.65,8462.0,3.0,3,2,6.0,Relatively New,2167.0,1,0,0,0,0,2,72,28.3944,77.0226
194,flat,conscient elevate,sector 59,3.78,16499.0,3.0,3,3,3.0,Under Construction,2550.0,0,0,0,0,0,2,31,28.4051,77.1097
195,flat,emaar gurgaon greens,sector 102,1.42,8606.0,3.0,3,3,7.0,Relatively New,1315.0,0,1,0,0,0,2,128,28.475,76.9715
196,flat,ats tourmaline,sector 109,1.4,8000.0,3.0,3,3+,8.0,Relatively New,1466.0,0,0,1,0,0,2,119,28.5073,77.0089
197,flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,2.0,2,0,1.0,New Property,758.0,0,0,0,0,0,2,0,28.4172,76.9081
198,flat,pyramid urban homes 2,sector 86,0.42,8485.0,2.0,2,1,2.0,New Property,557.0,1,1,0,1,1,2,84,28.3986,76.9384
199,flat,prime habitat,sector 99a,0.26,4745.0,2.0,2,1,6.0,Relatively New,611.0,0,0,0,0,1,2,79,28.4561,76.9542
200,flat,ramsons kshitij,sector 95,0.4,5839.0,3.0,2,2,6.0,New Property,761.0,0,0,0,0,0,2,0,28.4172,76.9081
201,flat,the lions cghs,sector 56,2.05,9535.0,4.0,4,3,7.0,Relatively New,2000.0,0,1,0,0,1,0,49,28.4245,77.0991
202,flat,sare crescent parc,sector 92,0.87,4971.0,4.0,4,2,2.0,Moderately Old,1584.0,0,0,1,0,0,1,115,28.4079,76.9153
203,flat,microtek greenburg,sector 86,1.65,8707.0,3.0,4,3,8.0,Relatively New,1715.0,0,1,0,0,0,2,124,28.3986,76.9384
204,house,bhawani enclave,sector 12,0.42,8235.0,3.0,3,0,2.0,New Property,567.0,0,0,0,1,0,2,0,28.4723,77.032
205,flat,emaar mgf emerald floors premier,sector 65,2.75,13924.0,4.0,4,3,3.0,Relatively New,1975.0,1,1,0,0,0,0,113,28.403,77.069
206,flat,the khushboo cooperative housing society ltd,sector 9a,0.88,4889.0,3.0,3,2,2.0,Old Property,1438.0,0,0,0,0,0,0,31,28.4711,76.9981
207,flat,tarc maceo,sector 91,1.4,7407.0,3.0,3,3+,7.0,Relatively New,1700.0,0,0,0,0,0,2,76,28.4014,76.9225
208,flat,m3m golfestate,sector 65,5.9,17544.0,3.0,3,3,9.0,Moderately Old,3043.0,1,0,0,0,0,1,21,28.403,77.069
209,flat,signature global city 81,sector 81,0.82,8641.0,2.0,2,3,2.0,Relatively New,955.0,0,0,0,0,0,2,53,28.3867,76.9485
210,flat,bestech park view grand spa,sector 81,3.3,12222.0,4.0,5,3+,4.0,Relatively New,3070.0,1,1,0,0,0,0,174,28.3867,76.9485
211,flat,gls avenue 51,sector 92,0.5,7812.0,3.0,3,1,12.0,New Property,711.0,0,0,0,0,0,1,95,28.4079,76.9153
212,flat,tulip purple,sector 69,1.8,9000.0,4.0,5,3+,4.0,Relatively New,2200.0,0,1,0,0,0,2,165,28.3966,77.0341
213,flat,ireo the grand arch,sector 58,4.85,16934.0,4.0,5,3,23.0,Relatively New,3182.0,1,1,0,1,1,0,49,28.42,77.1105
214,flat,emaar palm heights,sector 77,1.79,8840.0,3.0,3,3,1.0,New Property,1600.0,0,1,0,0,0,0,49,28.3801,76.9845
215,flat,pareena coban residences,sector 99a,1.13,5658.0,3.0,5,3,5.0,Relatively New,1790.0,0,1,0,0,1,2,49,28.4561,76.9542
216,flat,dlf the ultima,sector 81,2.29,10926.0,3.0,4,3+,15.0,Relatively New,1900.0,0,1,0,0,0,1,103,28.3867,76.9485
217,flat,breez global heights,sohna road,0.26,6599.0,1.0,1,1,6.0,New Property,438.0,0,0,0,0,0,2,26,28.4159,77.0274
218,flat,ramsons kshitij,sector 95,0.29,5179.0,2.0,2,2,14.0,Relatively New,507.0,0,0,0,0,0,2,50,28.4172,76.9081
219,house,independent,sector 1,1.85,16003.0,4.0,3,2,3.0,Moderately Old,1284.0,0,0,0,0,0,2,0,28.3663,76.9456
220,flat,bestech park view residency,sector 2,0.95,6709.0,2.0,2,3,10.0,Old Property,1573.0,0,0,0,0,0,0,88,28.5095,77.032
221,flat,brisk lumbini terrace homes,sector 109,1.5,6617.0,3.0,3,1,4.0,New Property,2519.0,0,1,0,0,0,2,37,28.5073,77.0089
222,flat,indiabulls enigma,sector 110,4.0,9850.0,4.0,4,3,17.0,New Property,3350.0,0,0,0,0,0,2,59,28.5145,77.0197
223,flat,global height,sohna road,0.45,6338.0,2.0,2,2,6.0,Relatively New,789.0,0,0,0,0,0,1,49,28.4159,77.0274
224,flat,spectrum centre,sector 82a,0.62,9538.0,1.0,1,0,6.0,Relatively New,650.0,0,0,0,0,0,2,0,28.3858,76.9686
225,flat,dlf new town heights,sector 90,1.15,5959.0,3.0,3,3+,9.0,Relatively New,1747.0,0,1,0,1,0,2,88,28.4085,76.9369
226,flat,vatika gurgaon,sector 83,1.4,6629.0,3.0,3,2,7.0,Relatively New,1570.0,0,0,0,0,0,0,74,28.3986,76.9647
227,house,independent,sector 57,3.15,20349.0,5.0,4,3+,2.0,Moderately Old,1548.0,0,0,1,0,0,0,60,28.4232,77.0752
228,flat,chd avenue,sector 71,0.98,6049.0,3.0,3,3,0.0,Moderately Old,1466.0,1,0,0,0,0,2,65,28.4104,77.0281
229,flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514.0,3.0,3,3+,1.0,Relatively New,1465.0,0,0,0,0,0,2,49,28.475,76.9715
230,flat,m3m golfestate,sector 65,5.0,16667.0,3.0,3,3,2.0,Relatively New,3245.0,0,1,0,0,0,0,174,28.403,77.069
231,flat,emaar mgf emerald floors premier,sector 65,2.55,15455.0,3.0,3,3,3.0,Relatively New,1650.0,1,1,0,0,0,2,21,28.403,77.069
232,flat,godrej nature plus,sector 33,1.65,8267.0,3.0,3,3,2.0,Under Construction,2218.0,0,1,0,0,0,2,37,28.442,77.0207
233,flat,paras dews,sector 106,2.1,8917.0,4.0,6,3+,6.0,Relatively New,2131.0,0,1,0,0,1,2,60,28.5007,77.0003
234,flat,jammu and kashmir bank employees cghs,sector 9a,0.95,6129.0,3.0,3,2,5.0,Moderately Old,1403.0,0,0,0,0,1,2,30,28.4711,76.9981
235,flat,ats kocoon,sector 109,2.2,10501.0,3.0,4,3,13.0,Relatively New,1860.0,0,1,0,0,0,2,165,28.5073,77.0089
236,flat,vipul world,sector 48,1.38,9485.0,3.0,3,1,2.0,Relatively New,1611.0,0,0,0,0,0,2,60,28.4177,77.0359
237,house,nul,sector 25,15.0,23438.0,5.0,5,3,2.0,Moderately Old,6400.0,1,1,0,1,0,0,112,28.4844,77.086
238,flat,uphaar residency 2,sector 105,0.42,5600.0,3.0,2,1,0.0,Moderately Old,833.0,0,0,0,0,1,2,7,28.4952,77.0114
239,flat,smart world orchard,sector 61,2.55,15644.0,3.0,3,2,4.0,New Property,1630.0,0,0,0,0,1,2,30,28.405,77.0963
240,flat,ats tourmaline,sector 109,2.3,8897.0,3.0,4,3+,10.0,New Property,2339.0,0,1,0,0,1,2,74,28.5073,77.0089
241,flat,emaar mgf emerald floors,sector 65,3.2,10159.0,4.0,3,2,1.0,Relatively New,3150.0,0,1,0,0,0,2,0,28.403,77.069
242,house,uppal southend,sector 49,3.75,25562.0,2.0,6,3,3.0,Moderately Old,1467.0,0,0,0,0,1,2,49,28.4121,77.048
243,flat,smartworld 1dxp,sector 113,2.75,10589.0,4.0,4,3+,20.0,Under Construction,2886.0,1,1,0,1,0,1,57,28.5287,77.0233
244,flat,central park flower valley aqua front towers,sector 33,2.0,11179.0,3.0,3,3+,8.0,New Property,1619.0,0,0,0,0,0,2,23,28.442,77.0207
245,flat,dlf the primus,sector 82a,1.85,10176.0,3.0,3,3,15.0,Moderately Old,1677.0,0,0,0,0,1,2,38,28.3858,76.9686
246,flat,ramprastha city,dwarka expressway,1.3,9286.0,3.0,3,2,3.0,Under Construction,1267.0,0,0,0,0,0,2,0,28.4517,76.9621
247,flat,dlf regal gardens,sector 90,1.23,7053.0,3.0,3,2,19.0,Relatively New,1578.0,0,0,0,0,1,2,6,28.4085,76.9369
248,flat,m3m heights,sector 65,2.65,18493.0,2.0,2,3,4.0,New Property,1433.0,1,0,0,0,0,2,38,28.403,77.069
249,house,independent,sector 9,1.65,18333.0,2.0,3,0,3.0,Old Property,900.0,0,0,0,0,0,2,0,28.4603,77.0
250,flat,dlf trinity towers,sector 43,3.8,15510.0,3.0,3,3+,1.0,Moderately Old,2450.0,0,1,0,1,0,0,68,28.4629,77.0772
251,flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4.0,4,3+,0.0,Relatively New,1975.0,1,1,0,0,0,0,151,28.403,77.069
252,flat,dlf the arbour,sector 63,7.8,19747.0,4.0,4,0,6.0,New Property,3950.0,0,0,0,0,0,2,61,28.3971,77.0867
253,flat,bestech park view residency,sector 2,1.5,7825.0,3.0,4,3+,10.0,Moderately Old,1738.0,0,1,0,0,0,2,93,28.5095,77.032
254,house,ninex city,sector 76,1.75,6250.0,4.0,4,0,14.0,New Property,3111.0,0,0,0,0,0,2,0,28.3935,76.9888
255,flat,suposhaa smartworld orchard,sector 61,2.17,14000.0,3.0,3,3,1.0,Under Construction,1721.0,0,0,0,0,0,2,0,28.405,77.0963
256,flat,emaar gurgaon greens,sector 102,1.35,8182.0,3.0,3,3,9.0,Relatively New,1315.0,0,1,0,0,0,2,100,28.475,76.9715
257,flat,paras dews,sector 106,1.05,8537.0,3.0,4,3+,10.0,Relatively New,1345.0,0,1,0,0,0,2,174,28.5007,77.0003
258,flat,unitech heritage city,sector 14,4.26,13108.0,4.0,4,0,9.0,Old Property,3250.0,0,0,0,0,0,2,0,28.4711,77.0454
259,flat,signature the roselia,sector 95,0.41,6193.0,2.0,2,2,12.0,New Property,670.0,1,0,0,0,0,0,90,28.4172,76.9081
260,house,ansals florence villa,sector 57,3.65,10580.0,6.0,6,2,3.0,Moderately Old,3450.0,1,1,1,1,0,1,152,28.4232,77.0752
261,flat,sbtl caladium,sector 109,1.2,6383.0,3.0,2,2,8.0,Relatively New,1701.0,0,0,0,0,0,2,151,28.5073,77.0089
262,flat,m3m woodshire,sector 107,0.98,6422.0,2.0,2,3,7.0,Relatively New,1281.0,1,0,0,0,0,0,174,28.5052,76.9729
263,house,independent,sector 56,7.5,23148.0,8.0,8,3+,3.0,Relatively New,3240.0,1,1,0,1,0,1,42,28.4245,77.0991
264,flat,krrish florence estate,sector 70,1.65,7765.0,3.0,4,3+,27.0,New Property,1923.0,1,1,0,0,0,2,81,28.3944,77.0226
265,house,vipul tatvam villa,sector 48,5.5,21219.0,3.0,6,2,2.0,Moderately Old,2592.0,0,1,0,0,1,0,106,28.4177,77.0359
266,flat,tulip violet,sector 69,1.38,8973.0,3.0,3,1,12.0,Relatively New,1392.0,0,0,0,0,0,2,157,28.3966,77.0341
267,house,independent,sector 69,0.8,10485.0,1.0,1,0,1.0,New Property,763.0,0,0,0,0,0,2,0,28.3966,77.0341
268,flat,smart world gems,sector 89,0.9,8160.0,2.0,2,2,3.0,New Property,998.0,1,0,0,0,1,2,95,28.4253,76.9439
269,flat,green homes,sector 52,1.85,7872.0,3.0,3,3,7.0,Moderately Old,2127.0,0,1,0,0,0,2,28,28.4379,77.0785
270,flat,umang monsoon breeze,sector 78,0.75,6053.0,2.0,2,1,5.0,Moderately Old,1239.0,0,0,0,0,0,2,0,28.3733,76.9729
271,flat,pareena coban residences,sector 99a,1.3,6510.0,3.0,3,0,16.0,New Property,1997.0,0,0,0,0,0,2,0,28.4561,76.9542
272,flat,signature global park,sohna road,0.54,7248.0,2.0,1,3,1.0,New Property,828.0,0,0,0,0,0,2,65,28.4159,77.0274
273,flat,signature global the millennia,sector 37d,0.55,9167.0,2.0,2,3,3.0,New Property,610.0,0,0,0,0,0,2,71,28.4478,76.9703
274,flat,m3m heights,sector 65,2.0,13957.0,2.0,2,2,32.0,Relatively New,1433.0,0,0,0,0,0,2,48,28.403,77.069
275,flat,pareena coban residences,sector 99a,1.32,6610.0,3.0,5,3,11.0,New Property,1737.0,0,1,0,0,0,2,88,28.4561,76.9542
276,flat,experion windchants,sector 112,5.49,11585.0,4.0,5,3+,5.0,Relatively New,3655.35,0,1,0,0,0,0,168,28.5282,77.0176
277,flat,smart world gems,sector 89,1.0,9009.0,2.0,2,3,3.0,New Property,1233.0,1,0,0,0,1,2,99,28.4253,76.9439
278,flat,supertech araville,sector 79,1.0,6536.0,2.0,2,3,4.0,Relatively New,1700.0,1,0,0,0,0,2,24,28.3624,76.9787
279,flat,smart world gems,sector 89,0.9,8160.0,2.0,2,2,2.0,New Property,998.0,1,0,0,0,1,2,44,28.4253,76.9439
280,house,sector 57 huda,sector 57,3.8,26063.0,2.0,8,3+,4.0,Relatively New,1458.0,0,0,1,1,0,0,94,28.4232,77.0752
281,flat,sare homes,sector 92,0.65,4587.0,3.0,3,2,3.0,Relatively New,1574.0,0,0,0,0,0,2,6,28.4079,76.9153
282,flat,signature global city 37d ph 2,sector 37d,1.36,8848.0,3.0,3,3,1.0,Under Construction,1535.0,0,0,0,1,1,2,37,28.4478,76.9703
283,house,international city by sobha phase 2,sector 109,11.3,25111.0,7.0,5,3+,4.0,Relatively New,4500.0,1,1,0,1,1,2,49,28.5073,77.0089
284,flat,ramprastha skyz,sector 37d,1.25,7251.0,3.0,3,3+,2.0,Under Construction,1725.0,0,0,0,0,0,2,8,28.4478,76.9703
285,flat,my home,sector 110,0.28,3167.0,2.0,1,1,2.0,Relatively New,1000.0,0,0,0,0,1,2,15,28.5145,77.0197
286,flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17687.0,2.0,2,3,0.0,Relatively New,1009.0,0,0,1,0,0,2,125,28.475,76.9715
287,house,dlf city plot phase 4,sector 28,13.0,17931.0,10.0,10,3+,1.0,Relatively New,8056.0,0,0,0,0,0,2,0,28.4728,77.0865
288,flat,parsvnath exotica,sector 53,4.8,16580.0,3.0,4,3+,8.0,Relatively New,2500.0,0,1,0,1,1,0,174,28.4433,77.0948
289,flat,godrej summit,sector 104,1.35,5015.0,4.0,5,3+,0.0,Relatively New,2991.0,1,1,1,1,0,2,88,28.4788,76.996
290,flat,tulip monsella,sector 53,8.25,28004.0,3.0,4,3,8.0,Under Construction,2661.0,0,1,0,0,0,1,35,28.4433,77.0948
291,house,independent,sector 3 phase 3 extension,0.85,8500.0,1.0,1,0,1.0,Moderately Old,1000.0,0,0,0,0,0,2,0,28.4874,77.0158
292,flat,sare crescent parc royal greens phase 1,sector 92,0.65,4511.0,3.0,3,3,1.0,Moderately Old,1304.0,0,0,0,0,0,2,91,28.4079,76.9153
293,flat,surendra avenue 69,sector 69,0.75,6818.0,2.0,2,2,4.0,Moderately Old,1100.0,0,0,0,0,0,2,0,28.3966,77.0341
294,house,independent,sector 7,0.69,9103.0,1.0,1,1,2.0,Old Property,758.0,0,0,0,0,0,2,0,28.4644,77.0143
295,house,independent,sector 40,5.0,21124.0,9.0,9,3+,3.0,Moderately Old,2367.0,0,1,1,0,0,0,83,28.4498,77.0567
296,flat,umang monsoon breeze,sector 78,0.88,4746.0,3.0,4,3,8.0,Moderately Old,1668.0,0,1,0,1,0,2,111,28.3733,76.9729
297,flat,emaar mgf the enclave,sector 66,2.1,12353.0,3.0,4,2,12.0,Relatively New,1800.0,0,1,0,0,0,0,156,28.3925,77.0541
298,flat,m3m skycity,sector 65,3.0,16411.0,3.0,3,3,17.0,Under Construction,1828.0,0,0,0,0,0,2,99,28.403,77.069
299,flat,dlf regal gardens,sector 90,1.7,7222.0,4.0,4,3+,15.0,Moderately Old,2005.0,0,1,0,0,0,2,38,28.4085,76.9369
300,flat,emaar palm gardens,sector 83,1.8,9474.0,3.0,3,3,6.0,Relatively New,1549.0,0,1,0,0,0,0,97,28.3986,76.9647
301,flat,smart world orchard,sector 61,1.85,14800.0,2.0,2,2,3.0,New Property,1389.0,0,0,0,0,0,2,44,28.405,77.0963
302,flat,parsvnath exotica,sector 53,6.5,19174.0,4.0,5,3+,10.0,Relatively New,3000.0,1,1,0,1,0,0,174,28.4433,77.0948
303,house,independent,sector 26,5.8,12838.0,4.0,4,3+,4.0,Old Property,4518.0,0,0,0,0,0,2,38,28.4757,77.1032
304,flat,godrej nature plus,sector 33,1.1,7971.0,2.0,2,2,14.0,Under Construction,1533.0,0,0,0,0,0,2,56,28.442,77.0207
305,house,independent,sector 3 phase 3 extension,1.5,5000.0,6.0,1,0,1.0,New Property,3000.0,0,0,0,0,0,2,0,28.4874,77.0158
306,flat,sare green parc phase 3,sector 92,0.7,5279.0,3.0,2,2,4.0,Relatively New,1325.0,0,0,0,0,0,2,56,28.4079,76.9153
307,flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17730.0,3.0,3,3+,1.0,Relatively New,1456.0,0,0,1,0,0,2,139,28.475,76.9715
308,house,signature global park,sohna road,0.85,7589.0,3.0,2,2,1.0,Under Construction,1120.0,0,0,0,0,0,2,15,28.4159,77.0274
309,house,anamika enclave,sector 12,6.0,14493.0,9.0,9,3+,3.0,Old Property,9000.0,0,0,0,0,0,2,9,28.4723,77.032
310,house,sector 14 rwa,sector 14,6.5,20635.0,4.0,4,3+,2.0,Moderately Old,3150.0,0,0,0,0,0,2,0,28.4711,77.0454
311,flat,sare homes,sector 92,1.18,5207.0,4.0,4,3,8.0,Relatively New,2518.0,0,1,0,0,0,2,108,28.4079,76.9153
312,flat,paras dews,sector 106,1.15,7419.0,3.0,3,3,11.0,Relatively New,1650.0,0,1,0,1,0,0,174,28.5007,77.0003
313,flat,wings apartment,sector 9,1.2,6667.0,4.0,3,2,4.0,Moderately Old,2000.0,0,0,0,0,0,0,23,28.4603,77.0
314,flat,gls arawali homes,sohna road,0.28,5983.0,2.0,2,2,3.0,Relatively New,520.0,0,0,0,0,0,2,42,28.4159,77.0274
315,house,independent,sector 23,2.7,18621.0,5.0,5,2,3.0,Old Property,1450.0,0,0,0,0,0,0,17,28.5121,77.0478
316,flat,m3m skywalk,sector 74,2.7,13380.0,3.0,3,3,13.0,New Property,2018.0,0,0,1,0,0,2,92,28.4158,77.0118
317,flat,raheja sampada,sector 92,0.7,4453.0,3.0,3,0,7.0,Relatively New,1572.0,0,0,0,0,0,2,0,28.4079,76.9153
318,house,independent,sector 6,1.0,4630.0,6.0,4,0,3.0,Moderately Old,240.0,0,0,0,0,0,2,0,28.4745,77.0262
319,house,independent,sector 53,4.0,17778.0,5.0,5,2,3.0,Relatively New,2250.0,1,0,0,0,0,2,23,28.4433,77.0948
320,house,bhim garh kheri,sector 3,0.75,6410.0,4.0,2,2,2.0,Old Property,1170.0,0,0,0,0,0,2,16,28.4909,77.0176
321,flat,gls arawali homes,sohna road,0.28,4938.0,2.0,2,2,3.0,Relatively New,500.0,0,0,0,0,0,0,42,28.4159,77.0274
322,house,independent,sector 28,4.5,13889.0,4.0,4,0,4.0,Relatively New,3240.0,0,0,0,0,0,2,0,28.4728,77.0865
323,flat,godrej summit,sector 104,0.85,6894.0,2.0,2,3,12.0,Relatively New,1611.0,1,0,0,0,1,2,61,28.4788,76.996
324,house,spaze privy,sector 72,3.09,6981.0,5.0,5,3+,14.0,Relatively New,3653.0,0,1,0,0,0,0,33,28.4225,77.0211
325,flat,conscient habitat,sector 99a,0.35,6422.0,2.0,2,1,3.0,Relatively New,606.0,0,0,0,0,0,2,62,28.4561,76.9542
326,flat,bptp mansions park prime,sector 66,3.0,10854.0,4.0,4,3,3.0,Relatively New,2700.0,1,1,0,1,1,0,174,28.3925,77.0541
327,flat,unitech uniworld gardens,sector 47,1.05,10532.0,2.0,2,2,3.0,Relatively New,1108.0,0,0,0,0,0,0,34,28.4276,77.0492
328,house,unitech nirvana birch court,sector 50,7.1,31430.0,3.0,3,3,1.0,Moderately Old,2259.0,0,1,0,0,0,2,49,28.4178,77.0628
329,house,sector 38 rwa,sector 38,4.3,28782.0,3.0,9,3+,3.0,Relatively New,1494.0,0,0,0,1,1,0,41,28.4347,77.043
330,flat,ramprastha the edge towers,sector 37d,0.71,5420.0,2.0,2,3,10.0,New Property,1100.0,0,0,0,0,1,2,38,28.4478,76.9703
331,flat,sbtl caladium,sector 109,1.6,6287.0,3.0,3,3,9.0,Relatively New,2303.0,0,1,0,0,0,2,75,28.5073,77.0089
332,flat,emaar palm heights,sector 77,1.75,11667.0,3.0,3,3+,11.0,Relatively New,1900.0,0,1,0,0,0,2,94,28.3801,76.9845
333,flat,sushant lok 1 builder floors,sector 43,2.5,12920.0,3.0,3,2,2.0,New Property,195.0,0,0,0,0,0,2,0,28.4629,77.0772
334,flat,ats triumph,sector 104,1.95,8515.0,3.0,3,3+,3.0,New Property,2544.0,0,1,0,0,0,2,69,28.4788,76.996
335,flat,alpha corp gurgaonone,sector 84,2.2,7586.0,4.0,4,3,10.0,Relatively New,3222.0,0,1,0,0,0,2,21,28.3979,76.9736
336,house,independent,sector 45,8.5,26235.0,5.0,4,2,1.0,Moderately Old,3240.0,0,1,0,1,0,0,49,28.4466,77.066
337,flat,unitech vistas,sector 70,0.53,4801.0,2.0,2,2,9.0,Under Construction,991.0,0,0,0,0,1,2,24,28.3944,77.0226
338,flat,m3m sky lofts,sector 71,0.9,13177.0,1.0,1,0,6.0,New Property,683.0,0,0,0,0,0,2,77,28.4104,77.0281
339,flat,central park flower valley,sector 33,2.3,12778.0,4.0,4,3+,5.0,New Property,2000.0,0,1,0,1,0,2,42,28.442,77.0207
340,house,ashok vihar phase 3 gurgaon,sector 3 phase 3 extension,0.95,8879.0,4.0,3,2,1.0,Old Property,1070.0,0,0,0,0,0,2,8,28.4874,77.0158
341,flat,ramsons kshitij,sector 95,0.35,5495.0,2.0,2,0,5.0,New Property,637.0,0,0,0,0,0,2,0,28.4172,76.9081
342,flat,emaar palm gardens,sector 83,3.15,8400.0,5.0,7,3+,15.0,Relatively New,3200.0,0,1,0,0,0,0,165,28.3986,76.9647
343,flat,signature global grand iva,sector 103,0.23,6534.0,1.0,1,1,4.0,Relatively New,400.0,0,0,0,0,0,2,23,28.4949,76.9845
344,flat,m3m heights,sector 65,2.78,15200.0,3.0,3,3,44.0,Relatively New,1829.0,0,0,0,0,0,2,56,28.403,77.069
345,flat,alpha corp gurgaonone,sector 84,1.5,7641.0,3.0,3,3,20.0,Relatively New,1833.0,0,1,0,0,0,0,37,28.3979,76.9736
346,flat,signature global synera,sector 81,0.49,6667.0,2.0,2,3,5.0,Relatively New,700.0,0,0,0,0,0,2,117,28.3867,76.9485
347,house,central park flower valley cerise floors,sector 33,1.35,11157.0,2.0,2,2,4.0,New Property,1210.0,1,0,0,0,0,1,107,28.442,77.0207
348,house,independent,sector 14,6.4,20317.0,6.0,6,3+,3.0,Old Property,3150.0,0,0,0,0,1,2,35,28.4711,77.0454
349,flat,m3m sierra 68,sector 68,1.1,8987.0,2.0,2,3,1.0,Relatively New,1150.0,0,0,0,0,0,0,127,28.3853,77.0484
350,flat,tulip violet,sector 69,1.3,8447.0,3.0,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,0,94,28.3966,77.0341
351,flat,m3m capital,sector 113,2.9,12620.0,4.0,4,3+,11.0,Under Construction,2553.0,1,1,0,0,0,2,49,28.5287,77.0233
352,flat,parsvnath green ville,sector 48,1.5,8787.0,3.0,3,3,1.0,Old Property,1600.0,0,0,0,0,0,0,128,28.4177,77.0359
353,house,independent,sector 43,2.55,13178.0,3.0,3,2,3.0,Relatively New,1935.0,0,0,0,0,0,0,60,28.4629,77.0772
354,flat,dlf the arbour,sector 63,8.5,21519.0,4.0,4,0,27.0,New Property,3950.0,0,0,0,0,0,2,61,28.3971,77.0867
355,flat,raheja vedaanta,sector 108,0.65,4762.0,2.0,2,2,5.0,Relatively New,1235.0,0,0,0,1,0,0,174,28.5134,76.983
356,flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4.0,4,3+,8.0,Relatively New,2998.0,0,1,0,0,0,2,61,28.3979,76.9736
357,flat,antriksh heights,sector 84,0.88,4822.0,3.0,3,3,16.0,Relatively New,1652.0,0,0,0,1,0,2,67,28.3979,76.9736
358,flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20665.0,2.0,2,2,14.0,New Property,1145.0,0,0,0,0,0,2,152,28.475,76.9715
359,flat,bptp terra,sector 37d,1.4,7731.0,3.0,3,3,5.0,Relatively New,1711.0,0,0,0,0,0,0,149,28.4478,76.9703
360,house,independent,sector 3,0.68,3875.0,5.0,3,0,1.0,Moderately Old,1755.0,0,0,0,0,0,2,0,28.4909,77.0176
361,flat,sare homes,sector 92,0.71,5354.0,3.0,3,3,2.0,Relatively New,1473.0,0,0,0,1,0,2,108,28.4079,76.9153
362,flat,dlf belvedere towers,sector 25,3.7,17619.0,4.0,4,3,18.0,Old Property,2333.0,0,1,0,0,0,0,26,28.4844,77.086
363,flat,silverglades the melia,sohna road,0.91,6801.0,2.0,2,3,1.0,New Property,1222.0,1,0,0,0,0,2,72,28.4159,77.0274
364,flat,tata primanti,sector 72,3.25,10545.0,3.0,3,3,2.0,Moderately Old,2986.0,0,1,0,0,0,2,94,28.4225,77.0211
365,flat,dlf the ultima,sector 81,2.2,10476.0,3.0,4,3+,17.0,Relatively New,1900.0,0,1,0,0,0,1,49,28.3867,76.9485
366,house,independent,sector 11,4.0,19753.0,5.0,4,1,2.0,Moderately Old,2025.0,0,0,0,0,0,2,0,28.4531,77.0202
367,flat,shree vardhman victoria,sector 70,1.78,9128.0,3.0,3,3+,7.0,Relatively New,1765.0,0,1,0,0,1,2,49,28.3944,77.0226
368,flat,imperia the esfera,sector 37c,0.99,5455.0,3.0,5,3+,5.0,Relatively New,1400.0,0,1,0,0,0,2,49,28.4515,76.9882
369,house,independent,sector 56,2.95,20233.0,2.0,2,0,1.0,Moderately Old,1458.0,0,0,0,0,0,2,0,28.4245,77.0991
370,flat,antriksh heights,sector 84,0.54,4459.0,2.0,2,3+,17.0,Relatively New,1086.0,0,0,0,0,0,2,81,28.3979,76.9736
371,flat,vatika the seven lamps,sector 82,0.85,6538.0,2.0,2,2,0.0,Relatively New,1176.0,0,0,0,0,0,0,49,28.3935,76.96
372,flat,sidhartha ncr greens,sector 95,0.6,5576.0,2.0,2,2,14.0,Relatively New,974.0,1,0,0,0,0,2,31,28.4172,76.9081
373,house,sector 14 rwa,sector 14,6.5,26000.0,5.0,5,0,4.0,Moderately Old,2500.0,0,0,0,0,0,2,0,28.4711,77.0454
374,house,independent,sector 2,1.0,8230.0,3.0,7,3+,3.0,Moderately Old,1215.0,0,0,0,1,0,2,0,28.5095,77.032
375,flat,the roselia 2,sector 95,0.45,6475.0,2.0,2,2,19.0,New Property,695.0,0,0,0,0,0,2,0,28.4172,76.9081
376,flat,sare homes,sector 92,0.5,4237.0,3.0,3,2,1.0,Relatively New,1068.0,0,0,0,0,0,2,26,28.4079,76.9153
377,house,independent,sector 22,4.75,20068.0,7.0,5,3+,3.0,Old Property,2367.0,0,0,0,1,1,0,49,28.5072,77.064
